candidate_id,opaque_item_id,target_facet,reviewer_slot,first_construct_mapping,second_construct_mapping,direction_guess,risk_flags,fatal_risk_note,stage1_notes,recommendation,final_rationale
SMEP-C03,NX-071,SM-EP,R05,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,중단 뒤 다시 돌아와 이어가는 실행 지속 반응이 직접적이다.,KEEP,일상적 중단 뒤 다음 기회에 돌아와 이어가는 반응은 SM-EP HIGH의 복귀를 직접 측정한다. 외부 성과나 시간 여유보다 행동 재개에 초점을 둔다.
SMEP-C03,NX-071,SM-EP,R06,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,일상적 중단 뒤 다음 기회에 복귀해 지속하는 반응이 명확하다.,KEEP,일상적 중단 뒤 다음 기회에 자발적으로 돌아오는 행동은 SM-EP 높은 방향을 직접 묻는다. 특정 직업과 교육 환경을 전제하지 않아 포괄성이 높다.
SMEP-C04,NX-134,SM-EP,R01,SM_EP,NONE,LOW,NONE,NONE,,KEEP,중단 뒤 스스로 복귀하지 않고 계기를 기다리는 낮은 실행 지속 방향이 직접적이다.
SMEP-C04,NX-134,SM-EP,R02,SM_EP,NONE,LOW,ADJACENT_CONSTRUCT,NONE,복귀를 미루는 반응은 명확하지만 외부 계기의 유무가 실행 경향과 함께 영향을 줄 수 있다.,COPY_REVISE,중단한 일을 스스로 이어가지 않고 계기를 기다리는 반응은 낮은 지속 완결성과 관련된다. 외부 계기의 유무가 답을 좌우하므로 자발적 재개 여부가 중심이 되도록 다듬어야 한다.
SMEP-C04,NX-134,SM-EP,R03,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;LIMITER,NONE,중단 뒤 복귀 반응은 명확하지만 외부 계기의 유무가 행동을 좌우하고 바로 재개하는 쪽이 더 바람직해 보인다.,KEEP,외부 계기 전까지 복귀하지 않는 SM-EP 저방향이 명확하다. 계기 유무와 바람직성 영향은 있으나 경험이 흔하고 한 반응이라 핵심 근거로 유지 가능하다.
SMEP-C04,NX-134,SM-EP,R04,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;LIMITER,NONE,중단 뒤 스스로 복귀하기보다 새로운 계기를 기다린다.,KEEP,일상적 중단 뒤 계기가 생길 때까지 두는 반응은 낮은 SM-EP 복귀를 직접 묻는다. 일시적 기회 상태가 관여하지만 실행 지속 범위의 다른 장면을 제공한다.
SMEP-C04,NX-134,SM-EP,R05,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,중단 뒤 자발적으로 복귀하지 않고 외부 계기를 기다리는 반응이다.,KEEP,중단 뒤 외부 계기가 생길 때까지 재개하지 않는 반응은 SM-EP LOW의 복귀 실패를 직접 묻는다. 시간 여유보다 계기 의존성을 명확히 한다.
SMEP-C04,NX-134,SM-EP,R06,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;ATTENTION,NONE,중단 뒤 자발적으로 복귀하지 않고 외부 계기를 기다리는 낮은 지속 방향이다.,COPY_REVISE,중단 뒤 외부 계기까지 두는 것은 SM-EP 낮은 방향과 맞는다. 주의 특성과 돌봄 일정 및 접근 가능한 재개 기회가 섞이지 않도록 스스로 다시 시작할 수 있는 조건을 명시해야 한다.
SMEP-C05,NX-111,SM-EP,R01,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,,KEEP,즉각 보상이 적고 진도가 작아도 계속 이어가는 높은 실행 지속성을 직접 묻는다.
SMEP-C05,NX-111,SM-EP,R02,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY;LIMITER,NONE,조금씩이라도 지속하는 반응이 쉽고 직접적이며 꾸준한 답이 바람직해 보인다.,KEEP,보상이 적고 많은 양을 못 해도 과업을 계속 이어가는 행동이 높은 지속 완결성을 보여준다. 구조화 방식과 분리되고 핵심 증거로 쉽게 이해된다.
SMEP-C05,NX-111,SM-EP,R03,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,지속 행동이 일상적이고 구체적이라 쉽게 답하지만 꾸준한 답이 더 성실해 보일 수 있다.,KEEP,보상이 적어도 조금씩 지속하는 SM-EP 고방향 행동이 구체적이다. 흔하고 모바일에서 빠르게 답할 수 있어 핵심 근거로 적합하다.
SMEP-C05,NX-111,SM-EP,R04,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,즉각 보상이 적고 진도가 작아도 실행을 지속하는 반응이다.,KEEP,즉각 보상이 적고 진도가 작아도 행동을 이어가 높은 SM-EP 지속을 직접 묻는다. 생산성 성과보다 반복 실행에 초점이 있어 코어 근거로 적절하다.
SMEP-C05,NX-111,SM-EP,R05,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,즉각 보상이 적어도 행동을 지속하는 반응이 직접적이다.,KEEP,즉각 보상이 적어도 조금씩 행동을 이어가는 반응은 SM-EP HIGH의 지속을 직접 측정한다. 생산량보다 이어가기 자체를 묻는 중심 문항이다.
SMEP-C05,NX-111,SM-EP,R06,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,보상이 적은 일도 작은 단위로 지속하는 실행 반응이 직접적이다.,KEEP,보상이 적은 일도 조금씩 이어가는 것은 SM-EP 높은 방향을 직접 보여준다. 부지런함의 사회적 바람직성은 있으나 접근이나 능력 전제는 낮다.
SMEP-C06,NX-126,SM-EP,R01,SM_EP,NONE,LOW,ATTENTION;OTHER,NONE,그날의 피로와 관심 같은 일시적 상태가 안정된 지속 성향보다 답을 좌우할 수 있다.,COPY_REVISE,상태 의존적 지속은 낮은 방향과 맞지만 피로와 일정 같은 일시적 제약이 안정된 성향보다 답을 좌우할 수 있다.
SMEP-C06,NX-126,SM-EP,R02,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,관심이나 기운에 따른 실행 변화를 쉽게 이해할 수 있으나 꾸준한 답이 더 바람직해 보일 수 있다.,KEEP,보상이 적은 과업의 지속 정도가 당일 상태에 따라 달라지는지를 쉽게 묻는다. 낮은 지속 완결성의 핵심 반응을 포착하며 구조화나 책임 이행과도 구분된다.
SMEP-C06,NX-126,SM-EP,R03,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,모바일에서 바로 이해되고 일상 경험도 많지만 꾸준히 이어가는 쪽이 더 바람직해 보일 수 있다.,KEEP,관심과 기운에 따라 지속이 달라지는 SM-EP 저방향을 일상적으로 보여준다. 성실성 바람직성은 있으나 경험 보편성과 모바일 이해도가 높아 핵심 문항으로 유지할 수 있다.
SMEP-C06,NX-126,SM-EP,R04,SM_EP,NONE,LOW,LIMITER;SOCIAL_DESIRABILITY,NONE,실행 지속이 그날의 흥미와 에너지 상태에 따라 흔들리는 반응이다.,KEEP,즉각 보상이 적은 일을 이어가는 정도가 그날 관심과 기운에 따라 흔들려 낮은 SM-EP를 직접 묻는다. 일시 상태를 명시하지만 최근 기간에 반복되는 상태 의존 지속 경향으로 답할 수 있어 코어 범위 가치가 있다.
SMEP-C06,NX-126,SM-EP,R05,SM_EP,NONE,LOW,ADJACENT_CONSTRUCT;ATTENTION,NONE,실행 지속이 내적 흥미와 에너지에 좌우되며 일반 주의나 피로와도 겹친다.,COPY_REVISE,흥미와 기운에 따라 지속이 달라지는 반응은 SM-EP LOW 방향과 맞는다. 그러나 피로와 일반 주의가 답을 좌우할 수 있으므로 할 수 있는 여건에서도 관심이 줄면 중단한다는 조건을 추가해야 한다.
SMEP-C06,NX-126,SM-EP,R06,SM_EP,NONE,LOW,ATTENTION;ADJACENT_CONSTRUCT;SOCIAL_DESIRABILITY,NONE,낮은 보상에서도 지속하는 정도를 묻지만 주의 조절과 당일 건강 상태가 섞일 수 있다.,HOLD,관심과 기운에 따른 지속 변동은 SM-EP 낮은 방향과 맞는다. 다만 만성 피로와 장애 및 ADHD 같은 상태가 trait로 오인될 수 있어 건강과 접근 여건별 편향 확인 전 핵심 채택을 보류한다.
SMEP-C07,NX-008,SM-EP,R01,SM_EP,SM_OS,HIGH,ADJACENT_CONSTRUCT,NONE,지속성과 작업 일정 구조화가 함께 반영된다.,KEEP,여러 날 동안 공백 없이 이어가는 높은 지속성은 맞으며 작업 일정 구조화와의 겹침도 수용 가능한 수준이다.
SMEP-C07,NX-008,SM-EP,R02,SM_EP,SM_OS,HIGH,ADJACENT_CONSTRUCT,NONE,일을 나누는 계획과 공백 없이 이어가는 실행이 한 문장에 결합되어 있다.,COPY_REVISE,여러 날 동안 과업을 이어가는 행동은 높은 지속 완결성에 기여한다. 다만 나눠서 계획하는 구조화 반응과 공백 없이 지속하는 반응이 함께 있어 후자만 남기면 축 분리가 좋아진다.
SMEP-C07,NX-008,SM-EP,R03,SM_EP,SM_OS,HIGH,SOCIAL_DESIRABILITY,NONE,지속과 나누어 계획하는 반응이 함께 들어 있고 장기 과제가 없는 기간도 있지만 문장 자체는 쉽게 이해된다.,COPY_REVISE,공백 없이 이어가는 SM-EP 고방향은 맞지만 나눠서 진행하는 계획 구조가 함께 들어간다. 지속 행동만 남기면 장기 과제 경험에서도 더 빠르고 단일하게 답할 수 있다.
SMEP-C07,NX-008,SM-EP,R04,SM_EP,SM_OS,HIGH,ADJACENT_CONSTRUCT;SOCIAL_DESIRABILITY,NONE,여러 날 실행을 지속하는 경향과 작업을 나누는 계획 방식이 함께 측정된다.,COPY_REVISE,여러 날 과업을 긴 공백 없이 이어가 높은 SM-EP 방향은 명확하다. 그러나 나눠서 진행하는 SM-OS 계획 방식도 함께 측정되므로 실제 복귀와 지속을 더 직접적으로 묻게 수정해야 한다.
SMEP-C07,NX-008,SM-EP,R05,SM_EP,SM_OS,HIGH,SOCIAL_DESIRABILITY,NONE,행동을 공백 없이 지속하는 반응이며 분할 계획도 일부 포함한다.,KEEP,여러 날의 일을 긴 공백 없이 이어가는 반응은 SM-EP HIGH의 지속에 맞는다. 분할 계획은 SM-OS와 겹치지만 핵심 기준이 행동 연속성이라 유지 가능하다.
SMEP-C07,NX-008,SM-EP,R06,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,여러 날 과제를 나누어 지속하는 반응이 직접적이나 시간 여건 영향은 남는다.,KEEP,여러 날의 일을 나누어 지속하는 행동은 SM-EP와 방향이 명확하다. 시간 통제권 차이는 남지만 과업을 직업이나 학업으로 한정하지 않아 핵심 증거로 사용할 수 있다.
SMEP-C08,NX-014,SM-EP,R01,SM_EP,NONE,LOW,OTHER,NONE,몰아서 해도 일관되게 완수할 수 있어 작업 분배와 지속성을 혼동할 수 있다.,CONSTRUCT_REWRITE,몰아서 진행해도 과제를 꾸준히 완수할 수 있어 작업 분배 방식과 실행 지속성을 혼동한다.
SMEP-C08,NX-014,SM-EP,R02,SM_EP,SM_OS,LOW,ADJACENT_CONSTRUCT,NONE,지속 실행보다 몰아서 하는 방식과 계획하지 않는 방식이 함께 측정될 수 있다.,COPY_REVISE,여러 날의 과업을 몰아서 하는 방식은 낮은 지속 실행과 관련된다. 하지만 계획 방식과 그날의 관심도도 섞이므로 긴 공백 뒤 한 번에 처리하는 지속 패턴에만 초점을 맞춰야 한다.
SMEP-C08,NX-014,SM-EP,R03,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;LIMITER,NONE,몰아서 진행하는 행동은 쉽게 이해되지만 장기 과제 기회와 그날의 시간 여유가 빈도를 좌우하고 나눠 하는 답이 좋아 보인다.,KEEP,지속 대신 관심이 생긴 날 몰아서 하는 SM-EP 저방향이 분명하다. 일정 여유와 바람직성 영향은 있지만 모바일에서 쉽게 이해되는 핵심 문항이다.
SMEP-C08,NX-014,SM-EP,R04,SM_EP,SM_OS,LOW,ADJACENT_CONSTRUCT,NONE,지속적으로 이어가기보다 몰아서 하는 실행과 일정 조직 방식이 함께 측정된다.,COPY_REVISE,여러 날의 일을 몰아서 하는 방식은 낮은 SM-EP의 지속 부족을 보여준다. 그러나 일정 분할과 구조화인 SM-OS 및 실제 가능한 날이라는 상태 조건도 강해 지속 반응을 더 직접적으로 묻게 수정해야 한다.
SMEP-C08,NX-014,SM-EP,R05,SM_EP,SM_OS,LOW,ADJACENT_CONSTRUCT,NONE,지속성 부족일 수도 있으나 효율적 몰아하기나 개인 작업 리듬으로도 해석된다.,CONSTRUCT_REWRITE,몰아서 진행하는 방식은 SM-EP LOW일 수도 있지만 효율적 배치나 SM-OS 작업 전략일 수도 있다. 핵심 기준선에 쓰려면 관심이 없을 때 긴 공백이 생기거나 중단 뒤 복귀하지 않는 실행 지속 반응으로 재구성해야 한다.
SMEP-C08,NX-014,SM-EP,R06,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,꾸준한 분산 지속보다 동기 있는 날에 몰아 하는 반응이며 시간 여건 영향이 남는다.,COPY_REVISE,여러 날 일을 관심 가는 날에 몰아 하는 것은 SM-EP 낮은 방향을 보여준다. 일할 수 있는 시간과 돌봄 일정이 trait로 오인되지 않도록 비슷한 시간 여유가 있는 조건을 붙여야 한다.
SMEP-C09,NX-123,SM-EP,R01,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,,KEEP,다른 일로 옮기기 전에 작은 마무리를 끝내는 높은 실행 완료 반응을 직접 묻는다.
SMEP-C09,NX-123,SM-EP,R02,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,작은 마무리를 끝내고 넘어가는 실행 반응이 직접적이며 완료하는 답이 바람직해 보인다.,KEEP,작은 마무리를 끝낸 뒤 다른 일로 넘어가는 행동이 높은 지속 완결성을 직접 보여준다. 한 반응으로 명확하고 구조화 여부와도 잘 구분된다.
SMEP-C09,NX-123,SM-EP,R03,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,행동과 시점이 매우 구체적이라 답하기 쉽지만 끝내는 쪽이 분명히 더 바람직해 보인다.,KEEP,작은 마무리를 완료하고 넘어가는 SM-EP 고방향 행동이 매우 선명하다. 바람직성은 높지만 흔하고 구체적이라 모바일 핵심 문항으로 유지할 가치가 크다.
SMEP-C09,NX-123,SM-EP,R04,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,전환 전에 남은 부분을 끝내 실행을 마무리한다.,KEEP,다른 일로 전환하기 전에 작은 마무리를 끝내 높은 SM-EP 완료 경향을 직접 포착한다. 정리 능력보다 실행의 마무리에 초점이 있다.
SMEP-C09,NX-123,SM-EP,R05,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,주의를 옮기기 전에 남은 부분을 마무리하는 지속 반응이다.,KEEP,다른 일로 옮기기 전에 남은 부분을 끝내는 반응은 SM-EP HIGH의 마무리를 직접 측정한다. 생산성 결과보다 행동 완결에 초점이 있다.
SMEP-C09,NX-123,SM-EP,R06,SM_EP,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,전환 전에 마무리를 끝내는 지속 반응을 분명히 묻는다.,KEEP,작은 마무리를 전환 전에 끝내는 행동은 SM-EP와 방향이 직접적이다. 생산성 규범의 바람직성은 있으나 능력이나 접근 전제가 낮다.
SMEP-C10,NX-045,SM-EP,R01,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,,KEEP,작은 마무리를 즉시 끝내지 않고 필요 시점까지 두는 낮은 마무리 지속 방향이 분명하다.
SMEP-C10,NX-045,SM-EP,R02,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;LIMITER,NONE,필요해지는 시점이라는 외부 기준이 상황마다 다르고 미루는 답이 바람직하지 않게 보일 수 있다.,KEEP,작은 마무리가 남아도 즉시 끝내지 않는 단일 반응이 낮은 지속 완결성을 보여준다. 목표 축과 방향이 명확하고 구조화 여부와도 구분된다.
SMEP-C10,NX-045,SM-EP,R03,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,마무리를 미루는 행동과 기준 시점이 명확하지만 바로 끝내는 답이 더 성실해 보인다.,KEEP,작은 마무리를 필요 시점까지 미루는 SM-EP 저방향 행동이 명확하다. 흔하고 시점이 구체적이라 바람직성 영향에도 핵심 근거로 쓸 수 있다.
SMEP-C10,NX-045,SM-EP,R04,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;LIMITER,NONE,마무리를 필요 시점까지 미루는 반응이나 실제 필요 시점의 여유가 영향을 준다.,COPY_REVISE,남은 부분을 필요 시점까지 미루므로 낮은 SM-EP 방향은 맞다. 그러나 실제 필요 시점과 시간 여유가 완료 행동을 좌우하고 SM-OS의 일정 관리와도 겹쳐 조건을 덜 의존하게 고칠 필요가 있다.
SMEP-C10,NX-045,SM-EP,R05,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,마무리를 미루는 실행 지속성의 낮은 방향을 직접 묻는다.,KEEP,작은 마무리를 남겨두는 반응은 SM-EP LOW의 완료 지연을 직접 묻는다. 시간 부족보다 필요 시점 의존성을 제시해 지속과 마무리 범위에 유효한 증거를 더한다.
SMEP-C10,NX-045,SM-EP,R06,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,작은 마무리를 즉시 끝내지 않고 필요 시점까지 미루는 반응이다.,KEEP,작은 마무리를 필요 시점까지 두는 것은 SM-EP 낮은 방향을 명확히 보여준다. 바람직성은 있으나 능력이나 접근 환경보다 실제 완료 시점을 묻는다.
SMEP-C11,NX-129,SM-EP,R01,SM_EP,SM_OS,HIGH,ADJACENT_CONSTRUCT,NONE,중단 뒤 복귀와 재개 지점 구조화가 함께 반영된다.,KEEP,중단 뒤 재개 지점을 확인하고 실제 복귀하는 높은 실행 지속 반응을 측정하며 계획 성향과의 겹침도 제한적이다.
SMEP-C11,NX-129,SM-EP,R02,SM_EP,SM_OS,HIGH,ADJACENT_CONSTRUCT,NONE,재개 위치 확인과 실제 재개가 결합되어 실행 지속과 정리 방식이 함께 측정될 수 있다.,COPY_REVISE,중단한 일을 다시 이어가는 행동은 높은 지속 완결성에 중요한 증거다. 다만 재개 위치 확인과 실제 재개가 결합되어 구조화 습관도 섞이므로 돌아와 이어간다는 한 반응만 남겨야 한다.
SMEP-C11,NX-129,SM-EP,R03,SM_EP,SM_OS,HIGH,SOCIAL_DESIRABILITY,NONE,중단 뒤 재개는 분명하지만 시작 위치를 구조화해 확인하는 행동도 함께 묻고 장기 과제가 적은 사용자도 있다.,COPY_REVISE,중단 뒤 재개하는 SM-EP 고방향은 맞지만 어디서 시작할지 확인하는 SM-OS 구조화가 함께 섞인다. 재개 행동 하나로 줄이면 모바일 단일 응답성이 좋아진다.
SMEP-C11,NX-129,SM-EP,R04,SM_EP,SM_OS,HIGH,ADJACENT_CONSTRUCT;SOCIAL_DESIRABILITY,NONE,중단 뒤 복귀하는 실행과 재개 지점을 구조화하는 정리 경향이 함께 들어 있다.,COPY_REVISE,중단 뒤 확인하고 실제 재개해 높은 SM-EP 방향은 직접적이다. 다만 어디서부터 할지 확인하는 SM-OS 구조화가 함께 들어가므로 재개 행동만 남기도록 문장을 다듬는 편이 낫다.
SMEP-C11,NX-129,SM-EP,R05,SM_EP,SM_OS,HIGH,SOCIAL_DESIRABILITY,NONE,중단 뒤 복귀가 핵심이며 재개 지점 확인에는 구조화가 일부 섞인다.,KEEP,중단 뒤 재개 지점을 확인하고 다시 시작하는 반응은 SM-EP HIGH의 복귀 과정을 잘 포착한다. 순서 확인은 SM-OS와 겹치지만 핵심 결과가 재개이므로 분리 가능하다.
SMEP-C11,NX-129,SM-EP,R06,SM_EP,SM_OS,HIGH,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,중단 뒤 복귀를 직접 묻지만 재개 지점 확인이라는 정리 행동도 포함한다.,KEEP,며칠 중단 뒤 재개하는 행동은 SM-EP 높은 방향을 직접 보여준다. 재개 지점 확인이 SM-OS와 일부 겹치지만 복귀 행동이 명시되어 핵심 증거로 쓸 수 있다.
SMEP-C12,NX-119,SM-EP,R01,SM_EP,NONE,LOW,NONE,NONE,,KEEP,중단 뒤 자발적으로 복귀하기보다 계기를 기다리는 낮은 실행 지속 방향이 명확하다.
SMEP-C12,NX-119,SM-EP,R02,SM_EP,NONE,LOW,ADJACENT_CONSTRUCT,NONE,마음과 외부 계기라는 두 조건이 묶여 있어 스스로 복귀하는 경향인지 환경 효과인지 구분이 어렵다.,CONSTRUCT_REWRITE,중단 뒤 자발적으로 재개하지 않는 방향은 낮은 지속 완결성과 관련된다. 하지만 하고 싶은 마음과 외부 계기는 서로 다른 원인이므로 한 가지 계기만 제시해 단일 반응으로 다시 구성해야 한다.
SMEP-C12,NX-119,SM-EP,R03,SM_EP,NONE,LOW,LIMITER;SOCIAL_DESIRABILITY,NONE,복귀가 마음이나 외부 계기에 달린다는 뜻은 분명하지만 해당 계기의 발생과 장기 과제 경험이 빈도에 영향을 준다.,KEEP,복귀가 내적 마음이나 외부 계기에 의존하는 SM-EP 저방향이 명확하다. 장기 과제 경험 차이는 있으나 한 번 읽고 답할 수 있는 핵심 문항이다.
SMEP-C12,NX-119,SM-EP,R04,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;LIMITER,NONE,중단 뒤 복귀가 내적 동기나 외부 계기를 기다리는 반응이다.,KEEP,중단 뒤 자발적으로 복귀하지 않고 마음이나 계기를 기다려 낮은 SM-EP 방향이 직접적이다. 일시적 기분 상태가 일부 영향을 주지만 복귀 과정 범위를 보완하는 코어 문항 가치가 있다.
SMEP-C12,NX-119,SM-EP,R05,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY,NONE,중단 뒤 스스로 복귀하기보다 흥미나 외부 계기를 기다리는 반응이다.,KEEP,중단 뒤 복귀가 흥미나 외부 계기에 의존하는 반응은 SM-EP LOW를 직접 측정한다. 시간 부족보다 자발적 재개 여부를 묻는 중요한 범위다.
SMEP-C12,NX-119,SM-EP,R06,SM_EP,NONE,LOW,SOCIAL_DESIRABILITY;ADJACENT_CONSTRUCT,NONE,계획된 복귀보다 동기나 외부 계기를 기다리는 낮은 지속 방향이다.,COPY_REVISE,중단 뒤 마음이나 계기가 생겨야 재개하는 것은 SM-EP 낮은 방향을 묻는다. 우울과 만성 피로 및 외부 시간 제약이 섞이지 않도록 다시 할 수 있는 여건이 같은 상황을 명시해야 한다.
SMOS-C01,NX-079,SM-OS,R01,SM_OS,NONE,HIGH,NONE,NONE,,KEEP,반복 사용 물건의 위치를 정해 다시 찾게 하는 높은 정리 구조를 직접 묻는다.
SMOS-C01,NX-079,SM-OS,R02,SM_OS,NONE,HIGH,NONE,NONE,반복해서 찾을 수 있도록 위치를 정하는 구조화 행동이 명확하다.,KEEP,반복 사용 항목의 위치를 미리 정하는 행동이 높은 구조화 성향을 직접 보여준다. 단일 반응이고 일상에서 쉽게 회상할 수 있어 핵심 증거로 적합하다.
SMOS-C01,NX-079,SM-OS,R03,SM_OS,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,정리 행동이 짧고 구체적이며 반복 경험이 많아 쉽게 답하지만 자리를 정하는 답이 더 바람직해 보인다.,KEEP,반복 물건의 자리를 정해 다시 찾게 하는 SM-OS 고방향을 간결하게 묻는다. 매우 일상적이고 모바일 핵심 문항으로 이해와 응답이 쉽다.
SMOS-C01,NX-079,SM-OS,R04,SM_OS,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,반복해서 찾을 수 있도록 물건이나 자료의 위치를 구조화한다.,KEEP,반복 사용 물건의 다시 찾을 자리를 정해 높은 SM-OS의 안정적 위치 구조화를 직접 묻는다. 청결이나 공간 크기보다 검색 가능한 배치에 초점이 있다.
SMOS-C01,NX-079,SM-OS,R05,SM_OS,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,반복해 찾을 수 있도록 위치를 정하는 구조화 반응이다.,KEEP,반복해 찾을 수 있도록 위치를 정하는 반응은 SM-OS HIGH 정의와 직접 맞는다. 청결도나 공간 크기보다 재탐색 가능한 구조를 묻는다.
SMOS-C01,NX-079,SM-OS,R06,SM_OS,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,반복 탐색이 가능하도록 안정된 위치를 정하는 행동이 명확하다.,KEEP,반복 사용 물건의 안정된 위치를 정하는 것은 SM-OS의 탐색 가능한 구조를 직접 묻는다. 직업이나 학력 및 디지털 접근을 요구하지 않는 생활 장면이라 포괄성이 높다.
SMOS-C02,NX-150,SM-OS,R01,SM_OS,NONE,LOW,ADJACENT_CONSTRUCT,NONE,쓰기 편한 곳이 반복해서 찾을 수 있는 고정된 정리 위치일 수도 있다.,CONSTRUCT_REWRITE,쓰기 편한 곳이 일관된 고정 위치라면 높은 정리일 수 있어 현재 편의만으로 낮은 구조화를 판단하기 어렵다.
SMOS-C02,NX-150,SM-OS,R02,SM_OS,NONE,LOW,ADJACENT_CONSTRUCT,NONE,편한 곳이 매번 같은 정해진 자리일 수도 있어 정리 구조가 낮은 반응이라고 단정하기 어렵다.,CONSTRUCT_REWRITE,쓰기 편한 곳은 매번 같은 고정 자리일 수도 있어 낮은 구조화라고 단정하기 어렵다. 정해둔 위치 없이 그때 편한 곳에 두는지 명시해야 목표 방향과 인접 효율성을 구분할 수 있다.
SMOS-C02,NX-150,SM-OS,R03,SM_OS,NONE,LOW,LIMITER;ATTENTION,NONE,즉흥 보관으로 읽히지만 쓰기 편한 곳이 늘 같은 정해진 자리일 수도 있고 사용 환경이 위치를 결정할 수 있다.,CONSTRUCT_REWRITE,쓰기 편한 곳이 늘 같은 정해진 자리일 수 있어 SM-OS 저방향을 충분히 분리하지 못한다. 정한 자리가 없이 그때 편한 곳에 둔다고 다시 써야 한다.
SMOS-C02,NX-150,SM-OS,R04,SM_OS,NONE,LOW,LIMITER,NONE,반복해 찾을 구조보다 당장의 편의를 우선하지만 공간 제약과 사용 위치가 영향을 준다.,COPY_REVISE,반복 물건을 현재 편한 곳에 두어 낮은 SM-OS 방향은 나타난다. 다만 공간 제약과 실제 사용 위치가 합리적으로 같은 답을 만들 수 있어 안정적 위치와 즉시 편의의 대비를 더 통제해야 한다.
SMOS-C02,NX-150,SM-OS,R05,SM_OS,NONE,LOW,NONE,NONE,재탐색 가능한 자리보다 당장의 편의를 따르는 정리 방식으로 읽힌다.,COPY_REVISE,현재 편의 기준은 SM-OS LOW 방향과 대체로 맞는다. 그러나 사용 지점 가까이 두는 것이 오히려 안정된 정리 전략일 수 있어 다시 찾을 기준을 만들지 않는다는 반응을 더 직접적으로 밝혀야 한다.
SMOS-C02,NX-150,SM-OS,R06,SM_OS,NONE,LOW,ADJACENT_CONSTRUCT,NONE,고정된 탐색 구조보다 순간 편의를 택하는 듯하나 공간 제약과 사용 방식 영향이 있다.,COPY_REVISE,그때 편한 곳에 두는 것은 SM-OS 낮은 방향과 관련되지만 좁은 공간과 이동 제약 및 보조기기 사용이 위치를 정할 수 있다. 선택 가능한 공간이 충분한 조건을 넣어야 한다.
SMOS-C03,NX-004,SM-OS,R01,SM_OS,NONE,HIGH,NONE,NONE,,KEEP,여러 할 일을 순서와 묶음으로 구조화하는 높은 정리와 계획을 직접 묻는다.
SMOS-C03,NX-004,SM-OS,R02,SM_OS,NONE,HIGH,NONE,NONE,여러 일을 구조화하는 반응이 짧고 구체적이다.,KEEP,여러 과업을 순서나 묶음으로 정리하는 행동이 높은 구조화 성향을 직접 보여준다. 상황이 흔하고 지속성이나 책임 이행과도 구분되어 핵심 문항으로 적합하다.
SMOS-C03,NX-004,SM-OS,R03,SM_OS,NONE,HIGH,SOCIAL_DESIRABILITY,NONE,할 일을 구조화하는 행동이 직접적이고 일상적이지만 정리하는 답이 더 유능해 보일 수 있다.,KEEP,겹친 할 일을 순서나 묶음으로 구조화하는 SM-OS 고방향이 직접적이다. 일상적이고 응답 부담이 낮아 핵심 근거로 적합하다.
